state,box0,box1,box2,box3,box4,box5,box6,box7,box8
102000200,0.0,-0.005,0.0,-1.0,0.015,0.0,0.0,0.0,0.0
022000010,-0.005,0.0,-0.5,0.0,0.0,0.0,-0.005,0.0,0.0
012200201,0.015,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
012000200,-1.0,0.0,0.0,-0.005,0.015,0.0,0.0,0.0,0.0
020020001,-4.9875e-05,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0
212002010,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.485
012002000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
210102221,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
010002221,0.0,0.0,-0.005,0.00375,0.0,0.0,0.0,0.0,0.0
010000220,-0.0012186523437499996,0.0,-0.005,-0.005,0.0021953369140625,0.0,0.0,0.0,-0.0024373046875
112201022,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
102201002,0.0,0.0004687500000000004,0.0,0.0,0.01171875,0.0,0.009375000000000001,0.010937500000000001,0.0
002110022,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
000010022,0.0,0.0,0.006476125,0.0,0.0,0.0,0.0,0.0,0.0
000000020,-0.007187140400172464,-0.008752559441584547,-0.0022111846031785385,-0.008752559441584547,-0.004426402845807879,-0.008730243883169092,-0.004536696676771821,-0.5,-0.004426154720792273
212200121,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
002200121,0.0,0.00625,0.0,0.0,0.015,0.0,0.0,0.0,0.0
002200001,-0.005,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
212102210,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
212000210,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
210000200,0.0,0.0,0.0,-0.005,0.0,0.0,-0.5,0.0,0.0
200000000,-0.5,-0.009960550469631442,-0.0048934943652894644,-0.009960550469631442,-0.00968723873057893,-0.009980275234815721,-0.009960550469631442,-0.00937447746115786,-0.0050169231660666625
212100212,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
210000212,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
212221100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
212200100,0.0,0.0,0.0,0.0,0.0,0.00625,0.0,-0.001875,0.0
212000000,0.0,0.0,-0.5,0.0,-0.005,0.0,0.0,0.0,-4.9875e-05
202011122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
200001122,0.0,0.0,0.0,0.0,0.00625,0.0,0.0,0.0,0.0
200000102,-0.5,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0
200112122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200110022,-0.5,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0
202010102,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
200010002,0.0,0.0,0.015,0.0125,-0.5,-0.005,0.0,0.0,0.0
220010000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
202121120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
202100120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
202000100,-0.5,0.0,0.0,0.0,0.0,-0.005,0.0,0.0,0.0
220001102,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
220000100,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
100000202,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
002211212,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002011202,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
000001202,0.0,-1.0,-0.002431013671875,-4.9875e-05,0.0,0.0,0.0,-0.005,0.0
200020010,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211122200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
211002200,0.0,0.0,-0.5,0.00625,0.0,0.0,0.0,0.0,-0.005
201001202,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
201000200,0.0,0.0,0.0,0.00019244189453125003,0.0,-1.0,0.0,0.0,0.0
202011212,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
200011202,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
000010202,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.00015112499999999997,0.0
220112120,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
220010120,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
020010020,-0.0029925546875,0.0,0.00015112499999999997,0.004014890625,0.0,0.0,-0.0029925546875,0.0,0.002537781250000001
021112022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
021012020,0.015,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0
022110212,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
020110202,0.0,0.0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0
020100200,0.0006249999999999988,-0.5,-0.00235838623046875,0.0,-0.004687500000000001,-0.007500000000000001,0.0,0.0006249999999999988,-0.005
122211020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
122001020,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0
211120220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
001120220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
001000220,0.00015112499999999997,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
001200122,0.0,0.0,0.0,0.0,1.0,0.515,0.0,0.0,0.0
000200120,-0.0018140078125000003,6.269531250000001e-05,-0.003930265625,0.0,-1.8527343749999996e-05,-0.00590700390625,0.0,-0.5,0.01503134765625
220112210,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
020102210,0.0,0.0,0.0,0.0,0.00625,0.0,0.0,0.0,0.0
010220201,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000200201,0.015,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
022102010,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
020102000,0.0,-0.5,0.0,0.0,0.0,0.0,-0.005,0.0,0.0
120021212,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
120001202,0.0,0.0,1.0,0.515,0.0,0.0,0.0,0.0,0.0
020001002,3.7757812500000004e-05,-0.5,-4.9875e-05,0.0,0.00017000390625,0.0,0.0,6.269531250000001e-05,0.0
022001201,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
220120100,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
220100000,0.0,0.0,0.0,0.0,0.0,-0.49984887499999997,-1.0,0.0,0.0
120122210,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
020120210,0.0,0.0,0.00625,0.0,0.0,0.0,0.0,0.0,-1.0
020120000,-0.005,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
220102112,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
220100102,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
122102201,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
120102200,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.00625,0.015
022020011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
121020200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005
220000001,0.0,0.0,0.015,-1.0,-0.007500000000000001,0.0225,-0.005,0.0,0.0
000020210,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
022110002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
020100002,0.0,0.0,-0.0037185546875000003,-0.5,0.0,-0.0018091523437500003,0.015,-0.005,0.0
212020001,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.0,-0.5
210020000,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.015
211202000,0.0,0.0,0.0,0.0,0.0,0.0,0.015,-1.0,0.0
010202000,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,-0.005,0.0001384453125
120221210,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
120020210,-0.5,0.0,0.0,0.0,0.0,0.00625,0.0,0.0,0.0
100020200,-0.5,0.0,-4.9875e-05,0.0,0.0,0.0,0.0,0.0,0.0
210220010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
212221010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
012221000,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,-0.005,0.0
012020000,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
000210200,0.00015112499999999997,0.0,0.0,0.0,0.0,0.0,0.0,-0.49352387500000006,-1.0
122212100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120202100,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0
012211220,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
012001220,-1.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0
002001200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
002201201,0.0,0.0,0.0,-0.5,-0.005,0.0,0.0,0.0,0.0
000201200,9.418945312500002e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100201202,0.0,-1.0,0.009375000000000001,0.0,0.009375000000000001,0.0,0.0,0.00625,0.0
100200002,-0.5,-0.00496865234375,-0.00496865234375,0.0,0.0,0.0,6.269531250000001e-05,-0.005,0.0
221012201,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
021012200,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.015
020010200,0.0,0.0,6.269531250000001e-05,-0.005,0.0,-0.0050249375,-0.5,0.0,-4.9875e-05
000120200,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
100120220,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
200010200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
000000002,-0.00936374965320674,-0.002180049976020286,-0.004363122680428228,-0.00453074982660337,-0.00872749930641348,-0.008360700269212557,-0.00453074982660337,-0.007454998612826957,-0.5
211102220,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
211000220,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0
201000020,0.0,-0.001122118896484375,-0.5,-0.0023425292968749997,-0.0048898193359375,-0.005,0.0,0.0,0.00018925781250000003
010002020,5.0125000000000005e-05,0.0,0.00015112499999999997,-3.1245117187499853e-06,0.0,0.0,0.0,0.0,8.466503906250001e-05
012212021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
012012020,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
002010020,-0.0050249375,-0.0050249375,0.0,-0.00503740625,0.0,-4.9875e-05,-7.481250000000001e-05,-0.5,-0.0050249375
001122221,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000122201,-0.005,0.0,0.00625,0.0,0.0,-0.5,0.0,0.0,0.0
000020201,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220011122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200021000,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102020000,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,-1.0
001212002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
022112120,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
022112000,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
022100000,-0.50224346875,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
101221202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
101220002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001200002,0.0,0.0,-0.5,0.0,6.269531250000001e-05,0.0,0.0,0.0,0.0
201120020,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
201020000,-0.5,0.0,0.0,0.0,0.0,-0.005,0.0,0.0,0.0
210022100,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
211020200,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
010020200,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110200220,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.015
102022100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
012201221,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010201220,0.0,0.0,0.0,0.0,-0.005,0.0,0.0,-0.5,0.0
000220001,0.0,0.0,-1.0,0.0,0.0,0.0,6.269531250000001e-05,0.0,0.0
000220100,6.269531250000001e-05,0.0,0.0,0.0,-0.5,0.00022668749999999997,0.0,0.0,0.00015112499999999997
001122212,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000120212,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
010022000,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,-0.0023488750000000003
112012220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
012012200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
010002200,0.0,0.0,0.0,0.0,0.00015112499999999997,0.0,-0.5,0.015,0.0
110202020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015
112201202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
012001202,0.0,-0.5,0.0,0.0,0.015,0.0,0.0,0.0,0.0
110002202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
010002002,-0.49352387500000006,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
002010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
000021002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
021012002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
001002002,0.00013825781249999998,-0.0049244375,0.0,0.00015112499999999997,-0.00231109375,0.0,0.0,0.00015112499999999997,0.0
201122000,0.0,0.00625,0.0,0.0,0.0,0.0,0.0,-1.0,-0.49375
221220011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
201220010,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
200200010,0.0,0.0,-0.005,0.0,-0.005,0.0,-4.9875e-05,-0.5,0.00015112499999999997
220000010,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
221212001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
221012000,0.0,0.0,0.0,0.00625,0.0,0.0,1.0,0.515,0.0
212000201,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.005,0.0
201121220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
200121020,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0
212001200,0.0,0.0,0.0,0.0225,0.015,-0.5,0.0,0.0,0.0
202001000,0.0,0.0,-0.5,0.0,0.015,0.0,0.0,0.0,0.0
200021120,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
200001020,0.0,-0.005,-0.00361108203125,-7.471875000000001e-05,0.013194458984375,0.0,0.0,-0.5,0.0
101022221,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
101022200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,-0.005
122202110,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
122002010,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
220122110,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
200022110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
001221002,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
001020002,-4.9875e-05,-7.471875000000001e-05,0.0,0.0,-0.5,0.0,0.0,0.0,0.0
112022000,0.0,0.0,0.0,0.0,0.0,-0.5,0.015,0.0,0.0
221201102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
021201002,-0.005,-0.5,0.0,0.0,0.0,0.0,0.0,-0.005,0.0
021000002,-0.005,0.0,-0.5,0.0,0.015,0.007651125,0.0,1.2615234375000002e-05,0.0
220020110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
020020100,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
200122211,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000122210,0.0,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.00625
120212102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
120200102,0.0,0.0,-0.005,-0.5,0.0,0.00625,0.0,0.0,0.0
000200102,-0.0050249375,-0.005,-0.00751246875,0.0,0.0,0.0,-0.5,-4.9875e-05,0.0
212201102,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
202001102,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002120102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000020102,0.0,0.0025000000000000005,0.0,0.015,0.0,0.0,0.0,-1.0,0.0
120220100,-0.5,0.0,0.0,0.0,0.0,0.00625,0.0,0.0,0.0
000102212,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,-0.5
000100202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015112499999999997,-0.5
020001020,-0.005,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.005
000102002,0.0,-1.0,-0.005,0.0,0.0,0.0,0.0,0.0,0.0
101202212,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
100200212,0.0,0.0,0.00625,0.0,0.010937500000000001,0.009375000000000001,0.0,0.0,0.0
000200210,0.00015112499999999997,0.0,-1.0,0.0,0.0,-0.0036714599609375,0.0,0.0,0.0
100020122,0.0,0.015,0.0,0.0,-0.5,0.0,0.0,0.0,0.0
100122212,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
100022012,0.0,0.015,0.0,0.0,-0.5,0.0,0.0,0.0,0.0
100002002,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000120020,-1.0,-4.9875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201022100,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000022100,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.00022753125,0.0
112020122,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
102020120,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
122022101,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
122002100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
122000000,0.0,0.0,0.0,0.0150755625,7.2322265625e-05,1.9253906249999987e-05,0.00015112499999999997,2.5687499999999987e-05,-0.0049244375
120221000,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,-0.005,0.0
120200000,-0.5,0.0,0.0,0.0,0.00015112499999999997,0.0,0.0,0.0,0.0
112212200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
000021122,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102010022,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
100000022,0.0,0.0,0.00015112499999999997,0.0,0.0,-0.005,0.0,-0.5,0.0
102122021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
100022021,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
100020020,0.0,0.015,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
212011022,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
012010022,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
120201020,0.0,0.0,0.0,0.0,-0.49375,0.0,-1.0,0.0,0.0
100200020,0.0,0.0001261875,-0.004971608398437501,0.0,-7.481250000000001e-05,-4.9875e-05,5.678320312500001e-05,0.0,-4.9875e-05
100201022,0.0,-0.001875,0.0,0.0,0.00625,-0.5,0.0,0.0,0.0
210001220,0.0,0.0,0.015,0.495,0.0,0.0,0.0,0.0,0.0
210000020,0.0,0.0,6.269531250000001e-05,-2.853515625000001e-06,-0.00496865234375,5.109814453125001e-05,-0.002446755859375,-0.5,9.404296875e-05
000010220,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.015
101022020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100002020,0.0,0.0,0.0,0.015,0.0,-0.5,0.0,0.0,0.0
202001201,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
200100002,0.0,-1.0,0.0,0.0,0.0,-0.005,0.0,0.0,0.0
201201122,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200201120,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0
122102210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
122100200,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.005,0.0
112102220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
012102020,0.005,0.0,0.0,0.0,0.0,0.0,-0.005,0.0,0.00625
020000210,-0.0024373046875,0.0,-0.005,0.0,-4.9875e-05,-4.9875e-05,-0.5,0.0,0.0
020121212,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
020120012,0.0,0.0,0.00625,0.0,0.0,-0.005,0.0,-0.5,0.0
012000002,-1.0,0.0,0.0,0.0,0.0,-0.500049875,0.0,0.0,0.0
022120112,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
020020112,0.009375000000000001,-0.5,-0.005,0.0,0.0,0.00625,0.0,0.0,0.0
